LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V181_kanta,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V182_xaa, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V183_ntani'i,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V184_ntativi,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V185_kukuiti, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>,sa5 ⇌ ko3 / _kʷi3ti5 <1>,i1sa5 ⇌ ko3 / _kʷi3ti5 <1>
V186_sakutxiya'a, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V187_sakukunuo, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V188_koto'va,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1_1 ⇌ _3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_[f-g-k-p-t-ð-ɕ-ʒ-ʔ-β-t͡ɕ-kʷ][a-e-o][1-3-5][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <5>
V189_ntoo,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V190_ntaki'in,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V191_ni'i,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V192_kuka'nu,ko3 ⇌ i1ɕi1 / _ka5ʔno3 <1>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1ɕi1 ⇌ ko3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <18>
V193_xaa,_3 ⇌ i1_5 / _k?[a-e-i-o-w-ɕ][1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-o]_[1-3-5-a-e-i-o-ã-õ-ĩ-ẽ]* <2>,3 ⇌ 5 / k?[a-e-i-o-w-ɕ][1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-o]_[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <3>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V194_koko,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,ɕi5 ⇌ ko3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[e-i-o][3-5] <5>,i1ɕi ⇌ ko / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <10>
V195_tivi,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V196_santxi'i, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V197_tase'e, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
